species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Lacistema aggregatum,Lacistema aggregatum (P.J.Bergius) Rusby,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Lacistemataceae,Lacistema,1,0,,LC
Meriania quintuplinervis,Meriania quintuplinervis Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Meriania,1,0,,LC
Mangifera indica,Mangifera indica L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mangifera,1,0,,DD
Ficus cuatrecasana,Ficus cuatrecasana Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,VU
Albizia inundata,Albizia inundata (Mart.) Barneby & J.W.Grimes,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Albizia,2,0,,LC
Allophylus racemosus,Allophylus racemosus (L.) Radlk.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Allophylus,1,0,,
Brunellia goudotii,Brunellia goudotii Tul.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,1,0,,LC
Axinaea fallax,Axinaea fallax Gleason,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,7,0,,LC
Boehmeria caudata,Boehmeria caudata Sw.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Boehmeria,1,0,,LC
Brunellia comocladifolia,Brunellia comocladifolia Humb. & Bonpl.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,1,0,,LC
Varronia curassavica,Cordia barbata Estrada,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Varronia,1,0,,
Chusquea latifolia,Chusquea latifolia L.G.Clark,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chusquea,12,0,San Félix; Valle Alto,
Puya trianae,Puya trianae Baker,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Puya,15,0,San Félix; Valle Alto,LC
Oxalis medicaginea,Oxalis medicaginea Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,4,0,San Félix,
Carex subsacculata,Uncinia subsacculata G.A.Wheeler & Goetgh.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,1,0,San Félix,
Parablechnum loxense,Blechnum loxense (Kunth) Hook. ex Salomon,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Parablechnum,15,0,San Félix,
Niphogeton glaucescens,Niphogeton glaucescens (Kunth) J.F.Macbr.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Niphogeton,10,0,San Félix,
Jamesonia imbricata,Jamesonia imbricata (Cav. ex Sw.) Hook. & Grev.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Jamesonia,6,0,San Félix,
Paramochloa effusa,Calamagrostis effusa (Kunth) Steud.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Paramochloa,38,0,El Pindo; San Félix; Villamaría,
Juncus echinocephalus,Juncus echinocephalus Balslev,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,10,0,San Félix,
Rhynchospora ruiziana,Rhynchospora ruiziana Boeckeler,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,14,0,San Félix,
Rhynchospora schiedeana,Rhynchospora schiedeana Kunth,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,5,0,Valle Alto,
Cortaderia nitida,Cortaderia nitida (Kunth) Pilg.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cortaderia,33,0,San Félix; Valle Alto; Villamaría,
Nemosenecio formosanus,Senecio formosanus (Sasaki) Kitam.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nemosenecio,1,0,San Félix,
Sessea corymbiflora,Sessea corymbiflora Goudot ex Taylor & Phillips,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Sessea,4,0,Valle Alto,LC
Axinaea merianiae,Axinaea merianiae (DC.) Triana,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,5,0,Valle Alto,LC
Viburnum undulatum,Viburnum undulatum (Oerst.) Killip & A.C.Sm.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,33,0,Marulanda; Valle Alto,LC
Palicourea weberbaueri,Palicourea anceps Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,4,0,Valle Alto,
Symplocos quitensis,Symplocos quitensis Brand,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,7,0,Valle Alto,LC
Hesperomeles goudotiana,Hesperomeles goudotiana (Decne.) Killip,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Hesperomeles,6,0,Valle Alto,
Gynoxys lehmannii,Gynoxys lehmannii Hieron.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gynoxys,19,0,El Pindo; Valle Alto; Villamaría,LC
Miconia tinifolia,Miconia tinifolia Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,29,0,El Pindo; Marulanda; San Félix; Villamaría,LC
Baccharis caldasiana,Baccharis caldasiana Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,15,0,San Félix; Valle Alto,
Psidium guyanense,Psidium guyanense Pers.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,4,0,Valle Alto,LC
Tripodanthus belmirensis,Tripodanthus belmirensis F.J.Roldán & Kuijt,Plantae,Tracheophyta,Magnoliopsida,Santalales,Loranthaceae,Tripodanthus,7,0,Valle Alto,EN
Symplocos flos-fragrans,Symplocos flos-fragrans Chaparro,Plantae,Tracheophyta,Magnoliopsida,Ericales,Symplocaceae,Symplocos,6,0,San Félix,LC
Hedyosmum cumbalense,Hedyosmum cumbalense H.Karst.,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,5,0,San Félix,LC
Critoniopsis bogotana,Critoniopsis bogotana (Cuatrec.) H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Critoniopsis,3,0,San Félix,VU
Linochilus bicolor,Diplostephium bicolor S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Linochilus,1,0,San Félix,
Critoniopsis ursicola,Critoniopsis ursicola (Cuatrec.) H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Critoniopsis,10,0,San Félix,EN
Myrsine dependens,Myrsine dependens (Ruiz & Pav.) Spreng.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,8,0,Marulanda; San Félix; Valle Alto,LC
Prunus falcata,Prunus falcata Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,2,0,Valle Alto,LC
Chusquea londoniae,Chusquea londoniae L.G.Clark,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chusquea,2,0,San Félix,
Cybianthus humilis,Cybianthus humilis (Mez) G.Agostini,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Cybianthus,1,0,Valle Alto,
Ageratina popayanensis,Ageratina popayanensis (Hieron.) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ageratina,2,0,Valle Alto,LC
Psammisia montana,Psammisia montana Luteyn,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Psammisia,2,0,Valle Alto,LC
Axinaea pennellii,Axinaea pennellii Gleason,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Axinaea,1,0,Valle Alto,
Thibaudia floribunda,Thibaudia floribunda Kunth,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Thibaudia,1,0,Valle Alto,LC
Rubus bogotensis,Rubus bogotensis Kunth,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,1,0,Valle Alto,
Rubus floribundus,Rubus robustus C.Presl,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,1,0,Valle Alto,
Themistoclesia mucronata,Themistoclesia mucronata (Benth.) Sleumer,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Themistoclesia,3,0,Marulanda; Valle Alto,VU
Acidodontium seminerve,Acidodontium seminerve Hook. & Wilson,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Acidodontium,1,0,,
Acidodontium megalocarpum,Acidodontium megalocarpum (Hook.) Renauld & Cardot,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Acidodontium,1,0,,
Adiantum,"Adiantum spec Linnaeus, 1753",Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Adiantum,2,0,,
Agrostis perennans,Agrostis perennans (Walter) Tuck.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,1,0,,LC
Agrostis breviculmis,Agrostis breviculmis Hitchc.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,3,0,Marulanda,
Andreaea rupestris,Andreaea rupestris Hedw.,Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,3,0,,
Anemia hirsuta,Anemia hirsuta (L.) Sw.,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Anemiaceae,Anemia,3,0,,
Sphenolobus minutus,Anastrophyllum minutum (Schreb. ex Cranz) R.M.Schust.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Sphenolobus,1,0,,
Anastrophyllum nigrescens,Anastrophyllum nigrescens (Mitt.) Steph.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Anastrophyllum,1,0,,
Anastrophyllum auritum,Anastrophyllum auritum (Lehm.) Steph.,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Anastrophyllaceae,Anastrophyllum,1,0,,
Andreaea nitida,Andreaea nitida Hook.f. & Wilson,Plantae,Bryophyta,Andreaeopsida,Andreaeales,Andreaeaceae,Andreaea,1,0,,
Anoda cristata,Anoda cristata (L.) Schltdl.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Anoda,1,0,,
Aongstroemia julacea,Aongstroemia julacea (Hook.) Mitt.,Plantae,Bryophyta,Bryopsida,Dicranales,Aongstroemiaceae,Aongstroemia,3,0,,
Aphanactis jamesoniana,Aphanactis jamesoniana Wedd.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Aphanactis,1,0,,LC
Asplenium auriculatum,Asplenium auriculatum Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium,Asplenium spec Huds.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium sessilifolium,Asplenium sessilifolium Desv.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium rutaceum,Asplenium rutaceum (Willd.) Mett.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium radicans,Asplenium radicans L.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium myriophyllum,Asplenium myriophyllum (Sw.) C.Presl,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,2,0,,
Asplenium praemorsum,Asplenium praemorsum Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium monanthes,Asplenium monanthes L.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,4,0,,
Asplenium fragrans,Asplenium fragrans Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium cristatum,Asplenium cristatum Lam.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Asplenium castaneum,Asplenium castaneum Schltdl. & Cham.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,1,0,,
Baccharis caespitosa,Baccharis caespitosa (Ruiz & Pav.) Pers.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,1,0,,
Barbula francii,"Barbula spec Thér., 1921",Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,1,0,,
Bartramia brevifolia,Bartramia brevifolia Brid.,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,1,0,,
Bartramia angustifolia,Bartramia angustifolia Mitt.,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,1,0,,
Bartramia potosica,Bartramia potosica Mont.,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,2,0,,
Begonia hirtella,Begonia hirtella Link,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,4,0,,
Begonia guaduensis,Begonia guaduensis Kunth,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,1,0,,
Blindia acuta,Blindia acuta (Hedw.) Bruch & Schimp.,Plantae,Bryophyta,Bryopsida,Grimmiales,Seligeriaceae,Blindia,1,0,,
Blechnum occidentale,Blechnum occidentale L.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Blechnum,2,0,,DD
Lomaridium fragile,Blechnum fragile (Liebm.) C.V.Morton & Lellinger,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Lomaridium,2,0,,
Breutelia integrifolia,Breutelia integrifolia (Taylor) A.Jaeger,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,1,0,,
Brachythecium rutabulum,Brachythecium pseudorutabulum (Hampe) A.Jaeger,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Brachythecium,1,0,,
Breutelia aciphylla,Breutelia aciphylla (Wilson) A.Jaeger,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,1,0,,
Breutelia trianae,Breutelia allionii Broth.,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,1,0,,
Bromus lanatus,Bromus lanatus Kunth,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bromus,1,0,,
Breutelia tomentosa,Breutelia tomentosa (Sw. ex Brid.) A.Jaeger,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,2,0,,
Breutelia subarcuata,Breutelia subarcuata (Müll.Hal.) Schimp.,Plantae,Bryophyta,Bryopsida,Bartramiales,Bartramiaceae,Breutelia,1,0,,
Bryum argenteum,Bryum candicans Taylor,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,4,0,,
Cinnagrostis macrophylla,Calamagrostis macrophylla (Pilg.) Pilg.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cinnagrostis,1,0,,
Pilopogon peruvianus,Campylopus peruvianus R.S.Williams,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Pilopogon,1,0,,
Campyloneurum angustifolium,Campyloneurum angustifolium (Sw.) Fée,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Campyloneurum,5,0,Marulanda,
Campylopus pilifer,Campylopus pilifer Brid.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,3,0,,
Campylopus argyrocaulon,Campylopus leucognodes (Müll.Hal.) Paris,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,1,0,,
Campylopus fragilis,Campylopus tunariensis Herzog,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,4,0,,
Campylopus areodictyon,Campylopus subconcolor (Hampe) Mitt.,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,6,0,,
Campylopus trichophylloides,Campylopus trichophylloides Thér. ex Herzog,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,1,0,,
Campylopus pittieri,Campylopus pittieri R.S.Williams,Plantae,Bryophyta,Bryopsida,Dicranales,Leucobryaceae,Campylopus,6,0,,
Canavalia ensiformis,Canavalia ensiformis (L.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Canavalia,1,0,,
Carex purdiei,Carex purdiei Boott,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,1,0,,
Myriopteris moritziana,Cheilanthes moritziana Kunze,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Myriopteris,1,0,,
Chiococca alba,Chiococca alba (L.) Hitchc.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Chiococca,1,0,,LC
Chorisodontium speciosum,Chorisodontium speciosum (Hook. & Wilson) Broth.,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Chorisodontium,5,0,,
Clusia ellipticifolia,Clusia ellipticifolia Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Clusia,1,0,,LC
Clitoria ternatea,Clitoria ternatea L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Clitoria,2,0,,
Clibadium grandifolium,Clibadium grandifolium S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,1,0,,LC
Varronia dichotoma,Cordia bifurcata Roem. & Schult.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Varronia,2,0,,
Crotalaria spectabilis,Crotalaria spectabilis Roth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,1,0,,
Crotalaria nitens,Crotalaria nitens Kunth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,2,0,,LC
Crotalaria incana,Crotalaria incana L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,1,0,,
Crotalaria juncea,Crotalaria juncea L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,1,0,,
Crotalaria micans,Crotalaria anagyroides Kunth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,1,0,,
Syzygiella sonderi,Cryptochila grandiflora (Lindenb. & Gottsche) Grolle,Plantae,Marchantiophyta,Jungermanniopsida,Jungermanniales,Adelanthaceae,Syzygiella,1,0,,
Megalastrum subincisum,Ctenitis subincisa (Willd.) Ching,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Megalastrum,1,0,,
Ctenitis submarginalis,Ctenitis submarginalis (Langsd. & Fisch.) Ching,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Ctenitis,1,0,,
Cryptostegia grandiflora,Cryptostegia grandiflora (Roxb.) R.Br.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cryptostegia,1,0,,
Ctenidium malacodes,Ctenidium malacodes Mitt.,Plantae,Bryophyta,Bryopsida,Hypnales,Myuriaceae,Ctenidium,2,0,,
Dactylis glomerata,Dactylis glomerata L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,1,0,,
Cymbopogon citratus,Cymbopogon citratus (DC.) Stapf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cymbopogon,2,0,,
Cymbopogon nardus,Cymbopogon nardus (L.) Rendle,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cymbopogon,1,0,,
Cyclodictyon rubrisetum,Cyclodictyon rubrisetum (Mitt.) Kuntze,Plantae,Bryophyta,Bryopsida,Hookeriales,Pilotrichaceae,Cyclodictyon,1,0,,
Desmodium intortum,Desmodium intortum (Mill.) Urb.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Desmodium,2,0,,LC
Grona adscendens,Desmodium adscendens (Sw.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Grona,1,0,,
Dicranum frigidum,Dicranum frigidum Müll.Hal.,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,2,0,,
Diplazium,"Diplazium spec (Linnaeus, 1753) C.Presl, 1836",Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,3,0,,
Dioscorea meridensis,Dioscorea meridensis Kunth,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,1,0,,
Dioscorea coriacea,Dioscorea coriacea Humb. & Bonpl. ex Willd.,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,3,0,,
Doryopteris pedata,Doryopteris pedata (L.) Fée,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Doryopteris,1,0,,
Ditrichum francii,"Ditrichum spec Thér., 1910",Plantae,Bryophyta,Bryopsida,Dicranales,Ditrichaceae,Ditrichum,2,0,,
Flexitrichum gracile,Ditrichum gracile (Mitt.) Kuntze,Plantae,Bryophyta,Bryopsida,Scouleriales,Flexitrichaceae,Flexitrichum,1,0,,
Saracha nigribaccata,Dunalia solanacea Kunth,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Saracha,2,0,,
Drepanocladus sordidus,Drepanocladus sordidus (Müll.Hal.) Hedenäs,Plantae,Bryophyta,Bryopsida,Hypnales,Amblystegiaceae,Drepanocladus,1,0,,
Elaphoglossum lindenii,Elaphoglossum lindenii (Bory ex Fée) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,1,0,,
Elaphoglossum gayanum,Elaphoglossum leptophyllum (Fée) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,2,0,,
Elaphoglossum yatesii,Elaphoglossum ellipsoideum (Sodiro) C.Chr.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,1,0,,
Elaphoglossum squamipes,Elaphoglossum squamipes (Hook.) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,1,0,,
Elaphoglossum tectum,Elaphoglossum tectum (Humb. & Bonpl. ex Willd.) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Elaphoglossum,1,0,,
Elephantopus mollis,Elephantopus mollis Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Elephantopus,1,0,,
Elleanthus kermesinus,Elleanthus kermesinus (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Elleanthus,1,0,,
Entodon jamesonii,Entodon jamesonii (Taylor) Mitt.,Plantae,Bryophyta,Bryopsida,Hypnales,Entodontaceae,Entodon,1,0,,
Jamesonia flexuosa,Eriosorus flexuosus (Kunth) Copel.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Jamesonia,2,0,,
Ephedranthus columbianus,Ephedranthus colombianus Maas & Setten,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Ephedranthus,2,0,,
Jamesonia hirsutula,Eriosorus hirsutulus (Mett.) A.F.Tryon,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Jamesonia,2,0,,
Erythroxylum ulei,Erythroxylum ulei O.E.Schulz,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Erythroxylaceae,Erythroxylum,1,0,,LC
Kindbergia praelonga,Eurhynchium praelongum (Hedw.) Schimp.,Plantae,Bryophyta,Bryopsida,Hypnales,Brachytheciaceae,Kindbergia,1,0,,
Ficus obtusifolia,Ficus obtusifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,LC
Ficus caldasiana,Ficus caldasiana Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,3,0,,LC
Ficus matiziana,Ficus bullenei I.M.Johnst.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,
Fissidens asplenioides,Fissidens asplenioides Hedw.,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens,2,0,,
Fleischmannia microstemon,Fleischmannia microstemon (Cass.) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Fleischmannia,1,0,,
Frullania riojaneirensis,Frullania riojaneirensis (Raddi) Ångstr.,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,1,0,,
Frullania brasiliensis,Frullania brasiliensis Raddi,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,3,0,,
Fuchsia crassistipula,Fuchsia crassistipula P.E.Berry,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,1,0,,
Gentianella dacrydioides,Gentianella dacrydioides (Gilg) Weaver & Rüdenberg,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,1,0,,
Chryselium gnaphalioides,Gnaphalium antennarioides DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chryselium,1,0,,
Grimmia elongata,Grimmia elongata Kaulf.,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,1,0,,
Grimmia trichophylla,Grimmia trichophylla Grev.,Plantae,Bryophyta,Bryopsida,Grimmiales,Grimmiaceae,Grimmia,1,0,,
Alansmia variabilis,Grammitis variabilis (Mett.) C.V.Morton,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Alansmia,1,0,,
Mycopteris semihirsuta,Grammitis semihirsuta (Klotzsch) C.V.Morton,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Mycopteris,1,0,,
Alansmia lanigera,Grammitis lanigera (Desv.) C.V.Morton,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Alansmia,1,0,,
Mycopteris leucosticta,Grammitis leucosticta (J.Sm.) C.V.Morton,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Mycopteris,1,0,,
Alansmia cultrata,Grammitis cultrata (Bory ex Willd.) Proctor,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Alansmia,1,0,,
Hebeclinium phoenicticum,Hebeclinium phoenicticum (B.L.Rob.) R.M.King & H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hebeclinium,1,0,,
Hedwigia ciliata,Hedwigia ciliata (Hedw.) P.Beauv.,Plantae,Bryophyta,Bryopsida,Hedwigiales,Hedwigiaceae,Hedwigia,1,0,,
Heliconia rigida,Heliconia rigida Abalo & G.Morales,Plantae,Tracheophyta,Liliopsida,Zingiberales,Heliconiaceae,Heliconia,4,0,,
Phlegmariurus hohenackeri,Huperzia hohenackeri (Herter) Holub,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,2,0,,
Phlegmariurus tetragonus,Huperzia tetragona (Hook. & Grev.) Trevis.,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Phlegmariurus,2,0,,
