Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,Lissachatina,Lissachatina fulica,Caracol gigante africano,lissachatina-fulica,Especie invasora de gran tamaño que causa graves daños a cultivos y ecosistemas locales. Es un vector potencial de enfermedades para humanos y animales.,NE,False,
Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,Rana toro,lithobates-catesbeianus,Anfibio exótico introducido en Colombia para la industria cárnica. Su presencia afecta negativamente a las poblaciones de anfibios nativos en Caldas.,LC,False,https://upload.wikimedia.org/wikipedia/commons/8/8a/American_Bullfrog_Rana_catesbeiana_Side_1800px.jpg
Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,Lonchura malacca,Capuchino tricolor,lonchura-malacca,Ave pequeña de origen asiático que se ha establecido en zonas abiertas y cultivos de arroz. Se observa frecuentemente en bandadas en áreas rurales de Caldas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/2/2f/Black-headed_Munia_I_IMG_7747.jpg
Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Lontra,Lontra longicaudis,Nutria neotropical,lontra-longicaudis,Mamífero semiacuático que habita en ríos y quebradas limpias del departamento. Es un depredador tope en los ecosistemas acuáticos y un indicador de salud ambiental.,NT,False,
Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,Lophostoma silvicolum,Murciélago de orejas redondas,lophostoma-silvicolum,Es un murciélago insectívoro y omnívoro que habita en bosques húmedos tropicales. Se caracteriza por sus grandes orejas y su capacidad para habitar nidos de termitas arbóreas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/7/7d/Lophostoma.jpg
Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria complanata,Corroncho,loricaria-complanata,Pez de agua dulce con cuerpo alargado y placas óseas que le sirven de armadura. Habita en fondos arenosos de ríos y quebradas en la región andina.,LC,False,https://medialib.naturalis.nl/file/id/U.1129345/format/large
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus colombiensis,Chocho silvestre,lupinus-colombiensis,Leguminosa nativa de los Andes colombianos con flores vistosas en racimos. Es fundamental para la fijación de nitrógeno en suelos de alta montaña.,NT,False,https://inaturalist-open-data.s3.amazonaws.com/photos/12849303/original.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Lutrochidae,Lutrochus,Lutrochus,Escarabajo de agua,lutrochus,Pequeños escarabajos acuáticos que habitan en zonas de corriente rápida. Son indicadores biológicos de la calidad del agua en quebradas de montaña.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/148412594/large.jpeg
Animalia,Arthropoda,Insecta,Coleoptera,Dynastidae,Lycomedes,Lycomedes hirtipes,Escarabajo rinoceronte,lycomedes-hirtipes,Escarabajo robusto con cuernos prominentes en los machos. Se encuentra en zonas boscosas y es un importante descomponedor de materia orgánica.,NE,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Lycoperdon,Lycoperdon perlatum,Pedo de lobo,lycoperdon-perlatum,"Hongo con forma de pera cubierto de pequeñas espinas que se desprenden. Es común en bosques y praderas, liberando esporas al ser presionado.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/249493943/large.jpg
Plantae,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium jussiaei,Cola de caballo,lycopodium-jussiaei,Pteridofita de aspecto primitivo que crece en suelos húmedos de páramo y bosque altoandino. Se reproduce mediante esporas y tiene un crecimiento lento.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/177753524/large.jpg
Plantae,Lycopodiophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium thyoides,Licopodio,lycopodium-thyoides,Planta rastrera de tallos ramificados que habita en zonas de alta montaña. Es valorada por su resistencia y su papel en la retención de humedad del suelo.,LC,False,https://upload.wikimedia.org/wikipedia/commons/0/0c/Lycopodium_thyoides_1.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Lycorea,Lycorea cleobaea,Mariposa tigre,lycorea-cleobaea,Mariposa de alas grandes con patrones de color naranja y negro. Es una especie mimética que habita en bordes de bosque y zonas abiertas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lysipomia,Lysipomia muscoides,Musgo de páramo,lysipomia-muscoides,Pequeña planta herbácea que forma cojines densos en los páramos. Es vital para la regulación hídrica y la protección del suelo contra la erosión.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/65915259/original.jpeg
Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,Mabuya mabouya,Lagartija de bronce,mabuya-mabouya,Es un pequeño lagarto de cuerpo alargado y escamas lisas con un brillo metálico característico. Habita principalmente en zonas boscosas y áreas perturbadas de los Andes colombianos.,LC,False,https://upload.wikimedia.org/wikipedia/commons/b/b0/Mabuya_dominica.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Macara,Macara alydda,Mariposa de los Andes,macara-alydda,Mariposa de tamaño mediano con patrones alares complejos que le permiten camuflarse entre la hojarasca. Es una especie poco común en los bosques nublados de Caldas.,NE,False,
Animalia,Chordata,Aves,Passeriformes,Pipridae,Machaeropterus,Machaeropterus deliciosus,Saltarín coroniazul,machaeropterus-deliciosus,Ave pequeña conocida por su comportamiento de cortejo único que involucra sonidos mecánicos producidos por sus alas. Habita en el sotobosque de los bosques húmedos de la vertiente occidental andina.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Pipridae,Machaeropterus,Machaeropterus striolatus,Saltarín estriado,machaeropterus-striolatus,Pequeña ave con plumaje estriado que se encuentra en los estratos bajos de los bosques tropicales. Es reconocida por sus vocalizaciones agudas y movimientos rápidos.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Machetornis,Machetornis rixosa,Sirirí tijereta,machetornis-rixosa,"Ave de comportamiento terrestre que suele verse cerca del ganado, alimentándose de insectos. Es muy común en zonas rurales y áreas abiertas de Caldas.",LC,False,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Macleania,Macleania rupestris,Uva camarona,macleania-rupestris,Arbusto epífito o terrestre con flores tubulares de colores brillantes y frutos comestibles. Es una especie emblemática de los bosques altoandinos y páramos.,LC,False,https://upload.wikimedia.org/wikipedia/commons/9/93/Macleania_rupestris_2.jpg
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Macrelmis,Macrelmis,Escarabajo acuático,macrelmis,Género de escarabajos que habitan en corrientes de agua limpia y oxigenada. Son indicadores biológicos fundamentales para evaluar la calidad del agua en ríos de montaña.,NE,False,https://www.flickr.com/photos/nhm_beetle_id/
Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium,Camarón de río,macrobrachium,"Crustáceos decápodos que habitan en ríos y quebradas, caracterizados por sus largas pinzas. Son una fuente importante de proteína en diversas regiones del país.",LC,False,https://upload.wikimedia.org/wikipedia/commons/2/27/Macrobrachium_carcinus.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Macrostemum,Macrostemum,Mosca de piedra,macrostemum,Insectos acuáticos cuyas larvas construyen redes de seda para filtrar alimento en corrientes rápidas. Son esenciales en la cadena trófica de los ecosistemas acuáticos de Caldas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/175764433/large.jpg
Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,Magnolia yarumalensis,Magnolia de Yarumal,magnolia-yarumalensis,Árbol de gran tamaño con flores blancas fragantes y hojas coriáceas. Es una especie amenazada debido a la pérdida de su hábitat natural en los Andes colombianos.,EN,True,
Animalia,Chordata,Aves,Galbuliformes,Bucconidae,Malacoptila,Malacoptila mystacalis,Bigotudo,malacoptila-mystacalis,Ave de plumaje pardo con un característico bigote blanco que le da su nombre común. Habita principalmente en el sotobosque de selvas húmedas y bosques premontanos de los Andes colombianos.,LC,False,
Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Malaveria,Malaveria rodriguezi,Desconocido,malaveria-rodriguezi,"Insecto perteneciente a la familia de las cigarras, caracterizado por su ciclo de vida complejo y cantos acústicos intensos. Se encuentra en zonas boscosas de los Andes, aunque su ecología específica es poco documentada.",NE,False,
Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus manacus,Saltarín barbiblanco,manacus-manacus,Ave pequeña conocida por los elaborados bailes de cortejo de los machos en áreas de exhibición comunales llamadas leks. Presenta un plumaje contrastante en blanco y negro con una garganta blanca muy llamativa.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Pipridae,Manacus,Manacus vitellinus,Saltarín cuellidorado,manacus-vitellinus,"Similar al saltarín barbiblanco, pero distinguido por su collar de color amarillo intenso o naranja. Habita en bosques húmedos y bordes de selva, realizando exhibiciones acrobáticas para atraer parejas.",LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca,Manduca rustica,Polilla rústica,manduca-rustica,"Polilla de gran tamaño con patrones de camuflaje en tonos grises y marrones que imitan la corteza de los árboles. Sus larvas se alimentan de diversas plantas, incluyendo algunas especies de la familia Bignoniaceae.",LC,False,
Plantae,Pteridophyta,Marattiopsida,Marattiales,Marattiaceae,Marattia,Marattia laevis,Helecho gigante,marattia-laevis,"Helecho primitivo de gran porte que habita en bosques nublados de alta humedad. Sus frondas son grandes y carnosas, siendo un componente importante del sotobosque andino.",LC,False,https://fm-digital-assets.fieldmuseum.org/1083/636/C0641454F.jpg
Animalia,Chordata,Aves,Passeriformes,Furnariidae,Margarornis,Margarornis squamiger,Trepador perlado,margarornis-squamiger,"Ave pequeña de plumaje pardo con manchas blancas en forma de escamas que le dan su nombre. Es un habitante común de los bosques de niebla, donde busca insectos en el musgo de los troncos.",LC,False,http://upload.wikimedia.org/wikipedia/commons/c/c1/Margarornis_squamiger_-NBII_Image_Gallery-a00214.jpg
Animalia,Arthropoda,Insecta,Trichoptera,Odontoceridae,Marilia,Marilia,Caddisfly,marilia,Género de insectos acuáticos cuyas larvas construyen estuches protectores con granos de arena o detritos. Son indicadores biológicos importantes de la calidad del agua en quebradas andinas.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/51872893/large.jpeg
Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Markia,Markia hystrix,Saltamontes espinoso,markia-hystrix,Saltamontes de aspecto inusual con protuberancias espinosas en su cuerpo que le sirven de camuflaje entre la vegetación. Es un habitante críptico de los bosques nublados de los Andes.,NE,False,
Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Marmosa,Marmosa isthmica,Marmosa de Panamá,marmosa-isthmica,Marsupial pequeño de hábitos nocturnos y arborícolas que habita en zonas selváticas. Posee una cola prensil larga y ojos grandes adaptados a la visión nocturna.,LC,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Marpesia,Marpesia berania,Mariposa daga de bandas,marpesia-berania,Mariposa de tamaño mediano con alas que presentan patrones de bandas oscuras y colas prominentes. Es característica de los bosques húmedos de los Andes colombianos.,NE,False,
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Marpesia,Marpesia corinna,Mariposa daga corinna,marpesia-corinna,Especie de mariposa neotropical con alas de coloración naranja y marrón. Se encuentra frecuentemente en zonas de transición boscosa en el departamento de Caldas.,NE,False,
Animalia,Arthropoda,Insecta,Hemiptera,Notonectidae,Martarega,Martarega,Chinche nadadora,martarega,Insecto acuático que nada boca abajo en la superficie de cuerpos de agua dulce. Es un depredador importante en los ecosistemas acuáticos de Caldas.,NE,False,https://live.staticflickr.com/7617/17169734655_0a9e82e5e1_b.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Maruca,Maruca vitrata,Barrenador de las vainas,maruca-vitrata,Polilla cuyas larvas son plagas agrícolas severas en cultivos de leguminosas. Afecta la productividad de cultivos de frijol en zonas rurales de Caldas.,NE,False,
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Maruina,Maruina,Mosca polilla de arroyo,maruina,Pequeños dípteros cuyas larvas viven en ambientes acuáticos de corriente rápida. Son indicadores biológicos de la calidad del agua en quebradas de montaña.,NE,False,https://inaturalist-open-data.s3.amazonaws.com/photos/44183432/original.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia amanda,Orquídea amanda,masdevallia-amanda,"Orquídea epífita de flores pequeñas y elegantes, característica de los bosques de niebla de Caldas. Posee sépalos fusionados que forman un tubo distintivo.",LC,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia angulifera,Orquídea angulifera,masdevallia-angulifera,Especie de orquídea con flores de forma angular y colores llamativos. Es endémica de los Andes colombianos y requiere alta humedad ambiental.,VU,False,http://upload.wikimedia.org/wikipedia/commons/9/9c/Masdevallia_angulifera_Orchi_01.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia bicolor,Orquídea bicolor,masdevallia-bicolor,Orquídea con flores que presentan dos tonalidades contrastantes en sus sépalos. Se encuentra en las zonas altas de la cordillera central en Caldas.,LC,False,https://upload.wikimedia.org/wikipedia/commons/e/ed/Masdevallia_bicolor%2C_habitus%2C_Serres_d%27Auteuil%2C_Paris%2C_France.jpg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia campyloglossa,Orquídea de lengua curva,masdevallia-campyloglossa,Orquídea epífita con un labelo característico de forma curva. Habita en los bosques nublados de alta montaña en el departamento de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/164665773/original.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia heteroptera,Orquídea de alas diferentes,masdevallia-heteroptera,Especie rara con morfología floral compleja y distintiva. Es altamente valorada por su rareza en los ecosistemas de alta montaña caldense.,NT,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia hortensis,Orquídea de jardín,masdevallia-hortensis,Orquídea epífita endémica de los bosques nublados de Caldas. Presenta flores pequeñas con sépalos alargados y colores que varían entre tonos rojizos y amarillentos.,VU,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia picturata,Orquídea pintada,masdevallia-picturata,Especie de hábito epífito con flores moteadas de púrpura sobre un fondo crema. Es común en los bosques de niebla de la cordillera Central colombiana.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Matisia,Matisia cordata,Sapote,matisia-cordata,Árbol frutal de gran tamaño nativo de los bosques tropicales. Produce frutos carnosos de pulpa naranja comestible muy apreciados localmente.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/68471092/large.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria acuminata,Orquídea de punta,maxillaria-acuminata,Orquídea epífita caracterizada por sus pétalos y sépalos acuminados. Habita en zonas de alta humedad en los Andes colombianos.,LC,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria embreei,Orquídea de Embree,maxillaria-embreei,Orquídea epífita de flores solitarias y llamativas. Se encuentra en bosques montanos húmedos de Caldas.,NT,False,
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Maxillaria,Maxillaria lepidota,Orquídea escamosa,maxillaria-lepidota,Especie notable por sus flores con segmentos largos y delgados que parecen escamas. Es una planta de crecimiento lento en bosques de niebla.,LC,False,
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,Cervicabra,mazama-americana,"Mamífero rumiante de tamaño mediano que habita en zonas boscosas. Es un animal solitario y tímido, fundamental para la dispersión de semillas.",LC,False,https://upload.wikimedia.org/wikipedia/commons/9/96/Red_Brocket_Deer_in_Barbados_02.jpg
